driverId,season,skill_score,n_races
66,2009,-0.21972227,12
66,2010,-0.06790278,14
66,2011,-0.1932625,14
67,1998,-0.96752053,8
67,1999,-0.97586286,4
68,1993,-0.9004558,6
68,1995,-0.79997945,9
68,1996,-0.9009887,2
68,1999,-0.8668397,6
68,2009,-0.9927792,2
69,1991,-0.9116962,2
69,1993,-0.91528827,5
69,1994,-0.94376373,5
69,1999,-0.7540014,6
70,1992,-0.4030832,2
70,1993,0.76649755,12
70,1994,0.8320442,13
70,1995,0.7929151,10
70,1996,0.8126183,12
70,1997,0.19480225,10
70,1998,0.49696055,11
70,1999,0.38938218,7
72,1996,-0.99271387,8
72,1998,-0.94433653,4
73,1998,-0.786406,4
74,1997,-0.8564128,8
74,1998,-0.86091584,10
75,1995,-0.6603175,1
75,1997,-0.56447107,5
75,1998,-0.59020805,3
76,1984,-0.5470024,3
76,1985,-0.18071215,9
76,1986,-0.026041843,8
76,1987,0.121992305,7
76,1988,0.14640802,11
76,1989,0.21055639,3
76,1990,0.2133567,13
76,1991,0.15994638,9
76,1992,0.14450407,10
76,1993,0.008005413,9
76,1994,0.060811307,9
76,1995,0.16105501,11
76,1996,0.14764577,9
76,1997,-0.043294437,13
77,1988,-0.9360973,3
77,1989,-0.9048236,1
77,1990,-0.95819914,13
77,1991,-0.9077782,3
77,1992,-0.9031505,2
77,1994,-0.6380819,1
77,1997,-0.7875118,3
78,1992,-1.0128773,6
78,1993,-1.0181814,5
78,1994,-0.89085877,4
78,1995,-0.9807287,4
78,1996,-0.98134,6
78,1997,-0.9067104,8
80,1990,-0.88325506,1
80,1991,-0.71961397,8
80,1992,-0.69090104,9
80,1994,-0.88203937,4
80,1995,-0.509111,6
80,1997,-0.70074147,6
81,1997,-0.57727224,3
82,1993,-1.0363488,2
82,1994,-1.0159894,3
82,1995,-0.82635814,6
82,1996,-0.892715,8
83,1985,-0.5807867,10
83,1986,-0.41725767,9
83,1987,-0.44347867,3
83,1988,-0.8146668,1
83,1989,-0.24861145,7
83,1991,-0.35237584,9
83,1992,0.18799214,11
83,1993,-0.1208961,11
83,1994,-0.03262431,7
83,1995,0.068073325,6
83,1996,-0.005166822,9
84,1995,-0.93485236,3
84,1996,-0.7910804,1
85,1996,-0.67331254,2
86,1991,-0.41848525,5
86,1993,-0.067926385,9
86,1994,0.017834138,7
86,1995,-0.081147835,10
87,1988,-0.87797153,1
87,1990,-0.59667355,6
87,1991,-0.9183496,1
87,1992,-0.6877376,9
87,1993,-0.59617954,5
87,1995,-0.601549,3
88,1995,-0.9663657,5
89,1987,-0.91291684,1
89,1990,-0.6635134,3
89,1991,-0.53919685,9
89,1995,-0.89270556,4
90,1991,-0.90189445,1
90,1992,-0.714005,6
90,1993,-0.550969,7
90,1994,-0.7529324,2
90,1995,-0.8677831,2
91,1989,-0.60990757,2
91,1991,-0.98610836,7
91,1992,-0.99971396,4
91,1995,-0.99708945,2
92,1994,-0.9191847,1
92,1995,-0.8802285,2
93,1985,-0.6515091,3
93,1988,-0.53339887,5
93,1989,-0.20169687,6
93,1990,-0.25562307,7
93,1991,-0.3550531,9
93,1992,-0.5145074,8
93,1993,-0.57669073,4
93,1994,-0.38685882,9
93,1995,-0.44651175,4
94,1981,0.8616398,5
94,1982,0.37939027,6
94,1983,0.30839518,8
94,1984,0.7819607,5
94,1985,0.8519052,10
94,1986,0.97916937,12
94,1987,0.95063543,10
94,1988,0.8213098,2
94,1989,0.97073835,6
94,1990,0.8373207,9
94,1991,0.97487783,10
94,1992,1.0275397,12
94,1994,0.89909756,2
94,1995,0.8973709,1
95,1995,-0.7913209,7
96,1995,-0.8027309,2
97,1995,-0.9449458,1
98,1988,-0.8605078,4
98,1989,-0.8159744,3
98,1990,-0.82667804,1
98,1991,-0.8924903,3
98,1992,-0.9558214,1
98,1995,-0.97574806,1
99,1991,-0.90833217,8
99,1992,-0.7225212,8
99,1993,-0.766069,8
99,1994,-0.9015247,8
100,1990,-1.0009968,1
100,1994,-0.92717147,6
101,1984,0.8000005,6
101,1985,1.1851966,9
101,1986,1.0977474,10
101,1987,1.2011243,12
101,1988,1.1390435,14
101,1989,1.1429964,9
101,1990,1.1431915,12
101,1991,1.1354439,15
101,1992,1.1673412,9
